WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_029257 64.2217 36.1957 11.9679 11.0557 13.8003 15.9736 29.6364
XLOC_029258 3.23496 3.02369 1.58093 0.791266 2.08172 1.6498 0.180926
XLOC_029259 0.164088 0.197305 0.109487 0.0442122 0.076363 0.0349068 0.0219818
XLOC_029260 5.37005 6.63133 9.7385 7.86553 6.8852 4.86582 5.47599
XLOC_029261 0.6983 0.661979 0.272442 0.32156 0.472887 0.119059 0.055231
XLOC_029262 0 0 0 0 0 0 0
XLOC_029263 0.456714 0.293573 0.282416 0.056814 0.0579232 0 0.0248691
XLOC_029264 2.97548 2.94615 3.78002 4.0541 4.2012 5.16999 6.53784
XLOC_029265 35.2419 46.7357 54.7397 41.5561 29.1722 11.5067 5.50875
XLOC_029266 0 0 0 0 0 0 0
XLOC_029267 5.76573 6.54338 13.3158 17.7144 17.7513 12.588 13.1002
XLOC_029268 13.6285 10.0902 12.2188 9.31777 5.80085 3.67614 3.84502
XLOC_029269 0.0852 0 0 0 0 0 0
XLOC_029270 10.411 11.757 10.2472 7.70112 4.3092 1.37621 0.0701842
XLOC_029271 0.0105332 0.0124266 0 0 0 0 0.0531321
XLOC_029272 166.776 131.948 110.734 107.738 107.25 138.899 121.872
XLOC_029273 0.0319749 0.00484924 0.126429 0.0818828 0.0190307 0 0
XLOC_029274 5.3247 6.75432 4.10576 5.98646 6.88091 1.57625 0
XLOC_029275 0.734206 0.889127 0.801014 0.696756 0.294461 0.310837 0.0419902
XLOC_029276 5.52014 5.82884 5.66628 5.11132 6.53673 7.87733 8.51906
XLOC_029277 1.62347 4.28263 1.22631 0.505576 0.178369 1.05592 0.38027
XLOC_029278 1503.86 929.201 364.498 293.007 293.056 199.888 190.137
XLOC_029279 21.3993 13.2294 4.98904 4.03043 5.83944 17.428 16.5883
XLOC_029280 41.4131 27.3436 13.3779 12.945 14.946 14.8162 6.25971
XLOC_029281 0.00932205 0.0100503 0.0107764 0.02088 0.126117 0.171997 0.0908194
XLOC_029282 2.55546 3.05055 12.4524 25.2925 43.4269 86.2542 43.155
XLOC_029283 1.03404 0.473221 0.197513 0.210219 0.344208 0.390103 0.649699
XLOC_029284 0.319773 0.195758 0.0863332 0.272278 0.37077 0.397159 0.780167
XLOC_029285 68.5839 56.4329 21.8382 7.05531 1.93168 0.578545 0.514292
XLOC_029286 0 0 0 0 0 0 0
XLOC_029287 17.8401 21.0733 31.7697 34.8505 32.5979 23.9801 19.09
XLOC_029288 0 0 0 0 0 0 0
XLOC_029289 20.1297 20.4207 12.9246 12.8537 11.6494 17.2583 27.1272
XLOC_029290 17.5867 14.1173 11.3829 12.3559 11.7493 9.67887 6.67714
XLOC_029291 0 0 0 0 0 0 0
XLOC_029292 0.0153341 0.00338921 0.0298586 0 0.0107435 0 0
XLOC_029293 63.4067 45.9481 27.636 23.1263 19.2078 10.8536 6.26209
XLOC_029294 0.00517522 0.0665894 0.168132 0.128353 0.308449 0.892535 1.4369
XLOC_029295 2.20924 2.46577 3.67648 3.90908 4.78827 5.25842 6.97037
XLOC_029296 26.0362 13.955 5.03753 7.14515 8.04772 12.5877 15.6834
XLOC_029297 19.1462 21.5967 5.36454 1.0662 0.259483 0.0822083 0.0108811
XLOC_029298 3.58061 3.79922 5.96374 7.19942 8.09544 9.40364 9.47705
XLOC_029299 0 0 0.100211 0.0728486 0.0676396 0.311775 0
XLOC_029300 1.39501 1.10418 0.894752 1.84895 2.60152 4.76625 6.33998
XLOC_029301 0.0171386 0.0304546 0.0660828 0.209539 0.071337 0.194077 0.285904
XLOC_029302 4.7629 6.81711 8.44291 10.0051 7.18954 4.96456 3.73585
XLOC_029303 11.0176 17.0384 133.698 162.024 180.557 187.411 181.265
XLOC_029304 0.496613 0.238736 0.384456 0.275036 0.0987468 0 0
XLOC_029305 22.0589 14.5898 3.57598 2.02866 2.84654 3.16829 4.30204
XLOC_029306 2.93521 1.69452 0.678216 0.370732 0.126971 0.0989235 0.0303897
XLOC_029307 9.01239 15.5273 17.7264 12.772 6.37351 0.775264 0.801421
XLOC_029308 7.58747 9.99717 13.7977 7.38128 2.45185 0.906906 0.706888
XLOC_029309 2.58906 2.70725 3.34164 3.53162 3.86231 4.19802 5.64598
XLOC_029310 0.0833409 0.0698966 0.0351398 0.0334496 0.0784004 0.0261234 0.116373
XLOC_029311 0 0 0.00836389 0 0 0 0.0169406
XLOC_029312 0 0 0 0 0 0 0
XLOC_029313 0 0.68263 2.60588 6.96449 5.42869 1.82572 0
XLOC_029314 12.0114 10.7973 7.14322 7.51386 7.75099 10.1623 9.89338
XLOC_029315 224.141 168.521 115.104 91.0959 79.9376 81.3473 98.8496
XLOC_029316 40.3667 29.0068 11.1013 7.92201 5.96115 2.94594 4.61645
XLOC_029317 0.0792836 0.0531382 0.0788362 0.103973 0.0105029 0 0
XLOC_029318 0 0 0 0 0 0 0
XLOC_029319 0.0320324 0.0113523 0 0 0 0 0
XLOC_029320 17.0148 17.1475 23.1199 20.1775 16.8734 11.7056 20.0976
XLOC_029321 8.92951 7.45813 3.46814 3.87978 3.84274 5.31772 5.50479
XLOC_029322 7.01423 8.82189 6.20074 5.7049 5.80797 5.39317 6.58174
XLOC_029323 0 0 0 0 0 0 0
XLOC_029324 4.86007 7.28974 13.5787 25.7065 31.4584 49.0522 22.4062
XLOC_029325 3.31754 4.38791 8.80629 11.0999 13.2438 14.0783 13.8779
XLOC_029326 2.52471 2.91487 5.10242 8.02854 11.3101 25.4306 34.5489
XLOC_029327 0.222706 0.402862 2.98296 8.83836 8.32905 4.45525 0.160016
XLOC_029328 232.645 250.789 32.3048 7.81482 1.69046 0.160148 0.19257
XLOC_029329 3.60799 4.40888 5.73968 4.91545 5.10523 3.34786 2.89941
XLOC_029330 0 0 0 0 0 0 0
XLOC_029331 0 0 0 0 0 0 0
XLOC_029332 14.3088 14.6228 13.5311 8.72534 6.5652 10.0458 7.53434
XLOC_029333 0.0515051 0.0670536 0 0 0 0.0229777 0
XLOC_029334 0 0 0 0 0 0 0
XLOC_029335 0.261732 0.463926 1.29827 1.96861 2.22954 2.70823 2.37061
XLOC_029336 0.200909 0.16347 0.511406 3.43724 10.7139 24.6428 23.3119
XLOC_029337 15.6483 28.4737 28.0345 21.5727 16.3417 21.4375 32.8906
XLOC_029338 3.25478 5.13726 12.5096 23.8462 32.4807 59.4868 59.902
XLOC_029339 216.224 271.383 157.326 73.2391 26.9321 2.91121 0.588306
XLOC_029340 83.0511 129.22 109.543 74.2515 48.3564 16.5906 1.23645
XLOC_029341 0.00741875 0.0155851 0 0 0 0 0
XLOC_029342 0.2076 0.113894 0.0750931 0.560628 0.149201 0.932469 0.637993
XLOC_029343 0 0.550778 7.19277 11.0195 23.8003 57.4862 86.9929
XLOC_029344 4.79182 3.56503 2.53246 3.70093 4.09435 5.9475 8.74254
XLOC_029345 0 0 0 0 0 0 0
XLOC_029346 0 0 0 0 0 0 0
XLOC_029347 0.113602 0.0595975 0.018909 0.0207039 0.00631702 0 0
XLOC_029348 3.21517 3.63737 4.20808 3.9412 2.74435 2.15363 2.94941
XLOC_029349 10.0564 6.89233 6.84737 7.09338 6.77479 4.10497 2.26488
XLOC_029350 0.039786 0.0479864 0.308385 0.148552 0.0291996 0 0
XLOC_029351 0 0 0 0 0 0 0
XLOC_029352 4.43282 4.50266 3.5194 3.85162 3.97144 5.68501 6.07662
XLOC_029353 19.2601 16.5375 9.09376 7.7811 11.75 28.9441 77.8818
XLOC_029354 40.312 49.8386 45.2184 40.5644 44.5822 76.8878 111.86
XLOC_029355 3.23597 3.72792 6.78607 9.52692 10.2429 13.8767 17.399
XLOC_029356 0 0 0 0 0 0 0
XLOC_029357 12.808 7.84195 3.56411 4.10429 5.08493 6.33659 10.8636
XLOC_029358 13.6516 11.0113 10.9022 12.0268 14.2655 17.4703 22.9199
XLOC_029359 4.5006 3.93895 2.39225 1.98898 1.75403 1.37548 1.2931
XLOC_029360 5.58527 5.84301 8.68087 13.1958 14.4452 12.9254 12.9218
XLOC_029361 17.444 28.5056 29.1875 24.2987 22.4571 13.6733 2.99685
XLOC_029362 5.10978 5.43855 10.5046 14.9672 19.4509 29.614 32.0159
XLOC_029363 0.705037 0.586941 0.0995238 0.0378066 0.0384368 0.0155939 0.0115114
XLOC_029364 16.8556 13.0784 7.77008 4.63597 3.74719 0.28457 0.0332225
XLOC_029365 8.12184 7.99115 12.166 13.699 9.18222 7.33693 6.31657
XLOC_029366 0 0 0.0324108 0.0453601 0.174664 0.300416 1.17827
XLOC_029367 11.3576 14.6776 128.55 180.783 174.144 314.994 507.925
XLOC_029368 0.122783 0.277552 2.30782 3.26364 3.94484 4.65764 15.1233
XLOC_029369 0.849606 0.555285 1.01043 1.65868 1.63509 1.44106 2.06144
XLOC_029370 5.87525 8.33908 8.99989 13.4113 14.4177 21.8005 21.5011
XLOC_029371 0.0154267 0.0607184 0.00690263 0 0 0 0
XLOC_029372 1.51948 5.21632 8.43283 6.62922 5.06886 3.53804 1.8504
XLOC_029373 28.5554 31.4361 25.2006 28.0788 25.8356 22.752 22.1397
XLOC_029374 31.9408 29.6965 18.4525 12.316 10.2366 9.7843 8.92528
XLOC_029375 1.1647 0.457025 0.0714974 0.13844 0.050362 0 0.0474973
XLOC_029376 0.0290623 0.00482498 0 0 0 0 0
XLOC_029377 0.080387 0.0297946 0.0289883 0 0 0.0553028 0
XLOC_029378 0 0 0 0 0 0 0
XLOC_029379 45.0415 52.989 6.19206 1.11882 0.750569 1.01791 0.954882
XLOC_029380 0.0950928 0.0423761 0.0708237 0 0 0.935811 1.80508
XLOC_029381 0.00870356 0 0 0.0184082 0 0.0164689 0.0691109
XLOC_029382 32.904 33.1847 17.3507 8.99203 4.55556 1.98863 1.25562
XLOC_029383 2.10231 1.7409 1.55152 1.22422 1.16162 0.782931 0.772677
XLOC_029384 0 0 0 0 0 0 0
XLOC_029385 3.67381 3.38989 4.29639 5.70218 8.27576 12.222 22.0677
XLOC_029386 2.92853 1.84116 2.8544 3.66698 3.98883 1.36209 2.20062
XLOC_029387 20.7484 31.0529 130.044 334.335 435.406 302.304 148.003
XLOC_029388 0.270341 0.0333872 0 0 0 0 0
XLOC_029389 0.679691 0.502899 0.484602 0.390809 0.381986 0 0
XLOC_029390 8.45313 10.2021 11.4326 16.5982 21.7503 43.9444 63.7679
XLOC_029391 6.8337 7.55381 6.77515 5.82867 5.57071 5.83534 18.1886
XLOC_029392 0.200276 0.184564 0.17341 0.231231 0.215758 0.129855 0.0919567
XLOC_029393 19.7578 16.5619 12.274 13.2454 15.048 14.2332 6.48822
XLOC_029394 1.59599 0.80705 0.775687 0.855799 1.57415 2.97711 4.48034
XLOC_029395 0.835039 0.0103925 0 0 0 0 0
XLOC_029396 5.35948 4.48809 1.32487 1.24723 2.67582 8.71563 21.7227
XLOC_029397 11.2415 10.2403 8.97912 11.4187 13.648 16.081 15.1961
XLOC_029398 6.03915 8.99129 10.4767 8.38396 9.77613 10.7491 6.9996
XLOC_029399 0.748901 0.887395 1.75106 2.97236 4.11356 1.2098 1.04528
XLOC_029400 14.5369 12.4732 15.8947 29.8323 48.2036 102.407 153.521
XLOC_029401 1.2096 0.651287 0.0600402 0 0 0 0
XLOC_029402 0.137095 0.160361 0.29863 0.242352 0.183547 0.155079 0.76375
XLOC_029403 12.4165 9.59199 7.34682 4.16944 4.87034 2.89484 2.53742
XLOC_029404 1.34027 2.24261 7.50553 7.4675 8.1768 8.47547 7.82597
XLOC_029405 0.0638386 0.0811907 0.140102 0.129547 0.02891 0.0531058 0
XLOC_029406 13.6823 14.5002 8.9109 6.84728 6.15161 5.63296 3.41935
XLOC_029407 7.42095 6.40804 5.69596 6.60755 6.63352 10.2758 15.068
XLOC_029408 9.62125 23.8718 83.5705 92.6465 76.5521 69.2776 16.1932
XLOC_029409 49.3202 43.2335 12.8573 9.01074 9.3283 17.4028 27.4091
XLOC_029410 0 0 0 0 0 0 0
XLOC_029411 0.073378 0 0 0 0 0 0
XLOC_029412 0 0 0 0 0 0 0
XLOC_029413 0 0 0 0 0 0 0
XLOC_029414 3.7741 6.23746 7.87305 1.62012 0.129559 0 0.00961611
XLOC_029415 190.833 197.074 141.543 98.6854 57.9896 18.3992 7.94311
XLOC_029416 3.25667 4.53349 9.41151 12.8537 10.4213 13.6124 7.37855
XLOC_029417 8.00643 6.88972 3.66107 3.63472 3.47809 3.88941 4.61218
XLOC_029418 0 0 0 0 0 0 0
XLOC_029419 6.0473 7.1911 18.1591 21.9491 13.6785 3.43004 2.44755
XLOC_029420 0.00649139 0.0205599 0.0178875 0.0338037 0 0 0
XLOC_029421 96.9696 122.137 117.747 89.131 58.6288 25.5287 18.0697
XLOC_029422 0.488842 1.92453 5.07652 8.57593 2.36519 6.5488 18.7473
XLOC_029423 0.624549 0.548386 0.225948 0.099067 0.0999453 0.0278408 0.0120551
XLOC_029424 12.6595 11.0928 10.7399 10.9555 9.53822 9.64232 8.1848
XLOC_029425 0 0 0 0 0 0 0
XLOC_029426 4.57208 3.86894 1.61327 0.257566 0.0372027 0 0
XLOC_029427 0.0578022 0.0417527 0 0 0 0 0
XLOC_029428 0.164257 0.236954 0.949115 1.16765 1.52227 1.72806 4.21919
XLOC_029429 0.00640209 0 0 0.0109542 0.023956 0 0
XLOC_029430 0 0 0 0 0 0 0
XLOC_029431 0 0 0 0.218884 0.834108 0.621241 0
XLOC_029432 0 0 0 0 0 0 0
XLOC_029433 0.119543 0.0340843 0.0867002 0 0 0 0
XLOC_029434 0 0 0 0 0 0 0
XLOC_029435 0 0 0 0 0 0 0
XLOC_029436 1.79854 0.927693 1.20626 2.19327 1.6403 3.77691 7.24528
XLOC_029437 37.9992 30.398 23.2728 25.225 25.486 43.6632 58.4375
XLOC_029438 10.693 13.0588 20.6909 28.1014 37.6391 25.6996 13.9356
XLOC_029439 12.1158 14.8928 24.1413 25.1904 22.4923 20.705 20.5266
XLOC_029440 0.237143 0.167663 0.228005 0.272929 0.2436 0.385971 0.567063
XLOC_029441 33.1694 35.3881 34.7337 24.228 20.7147 13.5004 15.241
XLOC_029442 0.264285 0.245938 0.613898 0.622633 0.827776 0.396918 0.626616
XLOC_029443 4.70165 5.57587 6.14182 6.29264 7.73007 7.70301 8.47383
XLOC_029444 0.118611 0.1604 0.0487958 0.157108 0.13173 0.155348 0.0420266
XLOC_029445 5.88699 6.24178 6.78079 6.09874 4.55897 2.97119 2.45427
XLOC_029446 18.8662 31.8472 49.4042 55.7594 39.0369 7.46057 5.65752
XLOC_029447 0.0785574 0.120113 1.47526 4.87589 3.55058 1.72158 0.180946
XLOC_029448 0 0 0 0 0.0661218 0 0
XLOC_029449 0.0412267 0.0184832 0.179646 0.537428 0.402481 0.163489 0.155691
XLOC_029450 0 0 0 0 0 0 0
XLOC_029451 0.731241 0.932828 0.903904 1.09209 0.797966 0.556902 0.688808
XLOC_029452 1675.18 1120.1 608.59 524.475 484.239 278.407 280.798
XLOC_029453 43.0403 31.7482 21.475 26.646 37.8828 54.8047 55.3938
XLOC_029454 7.11075 7.34134 10.7386 9.02866 6.99271 3.28855 2.06809
XLOC_029455 20.5034 16.6668 11.8862 9.83236 10.316 11.3363 14.424
XLOC_029456 0.00918901 0 0 0 0.0797668 0.735911 1.21208
XLOC_029457 0.0125479 0 1.56149 16.2067 40.2577 150.7 245.812
XLOC_029458 2.0375 1.79284 1.82916 1.74679 2.0996 1.2689 1.10294
XLOC_029459 8.36585 7.25017 6.22465 8.24273 9.50611 17.8221 22.8592
XLOC_029460 0.64094 0.578004 1.12237 2.37447 2.20416 1.20473 0.532934
XLOC_029461 0.13605 0.0673354 0.0375721 0.151768 0.0228449 0.0480348 0
XLOC_029462 1.17758 1.43859 2.57589 2.44537 2.84207 2.95023 3.79321
XLOC_029463 0 0 0 0 0 0 0
XLOC_029464 22.222 15.5657 3.92616 2.80294 3.20456 3.53377 3.83248
XLOC_029465 13.9671 13.6576 9.09134 5.18283 3.19782 0.416719 0.06797
XLOC_029466 0.0747098 0.185598 0 0 0 0 0
XLOC_029467 29.1213 26.9011 7.47663 5.76226 3.41944 0.798178 0.869521
XLOC_029468 51.5097 61.9363 24.8751 12.0413 6.05061 1.43133 0.0810247
XLOC_029469 0 0 0 0 0 0 0
XLOC_029470 4.80008 6.19586 9.45183 10.016 9.08449 13.915 23.4558
XLOC_029471 5.28709 7.57044 7.43336 3.61256 0.539773 0 0
XLOC_029472 8.95914 8.6409 1.74907 1.00733 0.583939 0.0670743 0.0774737
XLOC_029473 0 0.0750405 0 0 0 0 0
XLOC_029474 3.43781 5.62336 10.6551 12.5581 13.3385 14.1523 9.94961
XLOC_029475 80.6652 41.9219 14.8867 10.1567 7.09463 14.8587 20.383
XLOC_029476 3.85185 2.96023 0.934228 0.137375 0.0943728 0.239517 0.177419
XLOC_029477 0 0 0 0 0 0 0
XLOC_029478 14.165 16.8191 49.3863 78.4644 76.1686 110.498 92.4119
XLOC_029479 0.490744 0.310629 0.539042 0.444123 0.368764 0.263362 0.192041
XLOC_029480 2.19631 2.36991 3.28253 3.06748 1.1095 0.502846 0.0693455
XLOC_029481 5.22128 4.17748 2.89908 2.93216 3.26795 4.62593 4.18563
XLOC_029482 7.13473 7.75344 7.50178 8.80415 6.94233 6.76265 6.76379
XLOC_029483 10.1694 9.92352 8.54881 7.12758 6.90445 6.19006 8.7573
XLOC_029484 0 0 0 0 0 0 0
XLOC_029485 3.11764 2.82837 2.34741 3.18996 3.06577 3.66506 3.65848
XLOC_029486 13.1693 11.1427 4.47134 6.02352 7.53517 15.0224 17.2193
XLOC_029487 0.191474 0.334606 0.413691 0.427522 0.259933 0.037971 0.0141374
XLOC_029488 0 0 0 0.0123578 0.0421271 0.0148049 0
XLOC_029489 0.0305888 0.0442662 0.360993 0.690573 0.595315 0.4075 0.0178352
XLOC_029490 0.00817418 0.0230517 0.708805 1.44676 1.02851 0.692894 0
XLOC_029491 7.64594 8.73781 9.16278 9.46077 8.20385 7.4726 6.79085
XLOC_029492 10.1115 10.3393 13.2591 15.7498 24.6008 52.322 76.0592
XLOC_029493 0 0 0 0 0 0 0
XLOC_029494 21.1091 1.57894 0.0772775 0.0550247 0.0570789 0 0
XLOC_029495 102.595 10.0982 0.0579025 0.102162 0 0 0
XLOC_029496 28.8961 57.302 49.384 30.6952 16.3399 2.77278 0.609175
XLOC_029497 0.0200981 0 0.0155794 0 0 0 0
XLOC_029498 0 0 0 0 0 0 0.0226681
XLOC_029499 20.4795 16.301 8.53595 6.55841 6.63121 5.15997 6.15352
XLOC_029500 15.7143 18.8079 24.5753 21.735 21.4781 18.8157 26.4683
XLOC_029501 7.71263 10.2958 17.2653 20.9925 18.2235 3.53536 0
XLOC_029502 0.0360794 0.0537833 0.0068532 0 0 0 0.0128847
XLOC_029503 51.9309 52.563 23.1735 13.6391 14.3209 18.6609 21.1696
XLOC_029504 4.31174 4.83563 6.12442 5.94302 5.55701 3.93756 3.02447
XLOC_029505 0 0.00569727 0.105337 0.401057 0 0.0105309 0
XLOC_029506 1.84639 1.80004 2.48466 3.0684 3.32141 3.37418 3.16032
XLOC_029507 13.5951 12.9561 13.8742 15.946 17.7837 18.5026 24.5655
XLOC_029508 11.6907 10.9322 7.63371 9.11716 10.5443 12.5737 13.1359
XLOC_029509 0.84957 0.408347 0.408062 0.284146 0.427045 1.52048 2.04692
XLOC_029510 581.44 401.588 248.649 187.482 180.82 106.607 121.215
XLOC_029511 14.5009 13.7485 11.7706 4.19396 1.86685 0.997057 0.182251
XLOC_029512 3.0961 1.62188 0.518202 0.549024 0.21374 0.12307 0.0192713
XLOC_029513 82.0583 102.832 114.045 147.734 112.893 152.965 140.878
XLOC_029514 0 0.00484051 0 0 0 0 0
XLOC_029515 0.00185008 0 0 0.00512886 0 0 0
XLOC_029516 5.04718 3.84647 1.86514 2.24095 2.31867 2.31506 2.27376
XLOC_029517 4.38669 3.22448 0.267951 0.344207 0.299168 0.175458 0.0700671
XLOC_029518 2.10577 2.43634 2.93326 3.09148 3.18471 3.91859 5.65128
XLOC_029519 1.48621 0.0329856 0.0147008 0 0 0 0
XLOC_029520 5.39135 5.70951 5.4971 6.16114 8.12906 12.3497 15.1413
XLOC_029521 0 0 0 0 0 0 0
XLOC_029522 0 0 0 0 0 0 0
XLOC_029523 158.26 131.476 40.8224 21.1171 8.6097 3.37194 7.14985
XLOC_029524 124.491 104.37 56.5036 37.1539 33.9412 36.9336 40.2662
XLOC_029525 0.0332 0.0437593 0.03531 0.109397 0.0182807 0.040333 0.0257079
XLOC_029526 14.3178 11.162 5.12446 4.84347 5.17013 5.19601 7.50534
XLOC_029527 1.78145 3.21812 8.28659 11.5367 16.2695 17.7201 14.1359
XLOC_029528 13.2577 19.6118 22.3416 28.1546 24.8722 32.0406 14.2089
XLOC_029529 21.2123 29.6557 71.5787 81.3283 71.5198 120.172 138.97
XLOC_029530 0 0 0 0 0 0 0
XLOC_029531 0 0 0 0 0 0 0
XLOC_029532 0.00852191 0 0 0 0 0 0
XLOC_029533 13.685 13.5981 11.7599 17.2553 21.9462 30.1348 32.727
XLOC_029534 13.7587 11.2154 7.10613 6.00885 7.30692 14.5196 16.4811
XLOC_029535 19.8734 23.1229 28.8702 15.9465 8.71305 9.21367 9.45255
XLOC_029536 4.9999 4.69808 4.90153 4.984 4.87027 5.16163 5.92048
XLOC_029537 6.50719 8.00552 11.8015 9.34673 5.16823 2.41399 1.31375
XLOC_029538 1.21126 1.19692 1.84241 1.5868 1.76982 0.69265 0.219609
XLOC_029539 15.2183 14.6327 5.57068 4.6481 5.04697 5.86546 5.8946
XLOC_029540 0 0 0.29299 1.04143 0.115429 0.0647852 0
XLOC_029541 90.3682 73.774 69.366 64.6346 70.3731 60.9135 36.9742
XLOC_029542 0.873152 0.519276 0.25274 0.153668 0.130222 0.161666 0.459771
XLOC_029543 11.9661 14.8782 13.0225 11.6364 10.6491 7.94841 7.47037
XLOC_029544 189.485 85.1919 33.5108 43.6154 52.4505 64.8483 65.6355
XLOC_029545 53.6353 46.4607 43.8909 41.4494 43.3782 65.2439 64.0582
XLOC_029546 0.518759 0.933496 1.46124 2.24498 2.06334 0.968408 0.854564
XLOC_029547 0.0058174 0.00864032 0 0 0 0 0
XLOC_029548 11.2105 15.6213 19.622 19.2735 16.8863 5.22355 0.097628
XLOC_029549 1.28779 2.34157 8.02465 17.9589 28.9868 41.6461 27.8891
XLOC_029550 1571.69 992.164 446.02 357.68 360.063 189.462 167.498
XLOC_029551 10.8401 14.2955 18.2533 17.7731 13.7919 13.0367 15.9523
XLOC_029552 1.74782 2.35706 3.77754 2.8504 2.4068 1.28949 1.64249
XLOC_029553 2.22308 1.87567 2.79849 4.26205 5.89104 4.75902 2.58879
XLOC_029554 0.020065 0.0247097 0 0 0 0.0348906 0.04944
XLOC_029555 5.152 5.89069 5.86885 9.35408 16.2588 33.5533 36.5227
XLOC_029556 0.68743 0.4338 0.138637 0.152899 0.0871874 0.064786 0.0160464
XLOC_029557 0.66027 1.97172 10.544 9.1286 5.30722 1.1299 1.21772
XLOC_029558 2.62477 2.34951 2.60487 2.11656 1.55137 0.601835 0.832734
XLOC_029559 0 0 0 0 0 0 0
XLOC_029560 4.85074 4.82199 5.51301 5.23492 5.25786 3.01641 2.37323
XLOC_029561 19.2046 16.254 13.5274 12.7913 23.9563 57.0178 61.552
XLOC_029562 20.1077 19.287 15.2834 15.8425 16.563 19.6479 22.7155
XLOC_029563 0.0517803 0.0404337 0.072163 0.0124704 0.0374822 0.0201274 0
XLOC_029564 106.315 74.4753 64.8908 68.8881 70.8635 94.4837 70.626
XLOC_029565 6.55993 7.01971 7.66469 5.6714 2.63828 0.476175 0.0752488
XLOC_029566 24.4222 17.5121 8.96714 8.00068 9.24058 8.70369 9.43621
XLOC_029567 84.9766 72.9708 87.5491 88.2221 70.1897 85.1084 84.8883
XLOC_029568 0 0.0567083 0.021728 0 0 0 0
XLOC_029569 18.1573 25.776 41.5867 44.6677 34.3883 8.40136 3.03092
XLOC_029570 57.3372 75.4676 68.6258 65.9271 51.6284 64.7617 53.2505
XLOC_029571 0.0176924 0.0742128 0.247909 1.46664 3.92491 12.0478 2.76597
XLOC_029572 13.3522 16.782 14.0672 8.59483 2.28779 0.119323 0.0175124
XLOC_029573 3.65074 3.44622 4.7444 6.1055 6.3394 7.55357 7.2002
XLOC_029574 0 0 0 0 0 0 0
XLOC_029575 0.0835187 0.0373599 0 0 0 0 0
XLOC_029576 0 0 0 0 0 0 0
XLOC_029577 0 0 0 0 0 0 0
XLOC_029578 0.919679 2.0118 30.292 71.8543 82.07 131.859 72.3776
XLOC_029579 0 0 0 0 0 0 0
XLOC_029580 0.203155 0.138191 0.0786069 0.0869838 0.0680832 0.0366837 0.040665
XLOC_029581 3.98958 5.3139 6.73047 5.86065 4.18133 2.34734 3.63767
XLOC_029582 6.59244 5.77956 0.481371 0.197542 0.159375 0.114187 0.185807
XLOC_029583 0 0 0 0 0 0 0
XLOC_029584 0 0 0 0 0 0 0
XLOC_029585 0 0 0 0 0 0 0
XLOC_029586 0 0 0 0 0 0 0
XLOC_029587 0 0 0.0975876 0.198022 0.023153 0 0
XLOC_029588 0.0695044 0.100862 0.118056 0.299828 0.431112 1.20885 0.887165
XLOC_029589 2.70249 1.49953 1.65778 2.59082 2.57455 4.59398 3.98588
XLOC_029590 8.93099 10.1152 16.167 18.8416 14.6827 5.88508 6.88466
XLOC_029591 105.292 79.5673 36.1493 26.7896 22.9645 24.5069 27.2277
XLOC_029592 6.88498 6.39449 9.38097 10.7465 13.1347 32.04 40.591
XLOC_029593 101.188 82.3783 57.3749 56.5081 66.3017 99.4403 132.767
XLOC_029594 0.944161 10.7524 19.0089 1.95243 1.09453 1.10751 1.24352
XLOC_029595 81.7071 61.2189 27.7335 9.36141 2.92118 0.239378 0.657777
XLOC_029596 4.28784 3.1511 1.29961 0.98851 1.32425 2.05365 2.80697
XLOC_029597 8.2166 9.21507 8.99175 7.42539 8.76441 9.48911 10.6759
XLOC_029598 0 0 0 0 0 0 0
XLOC_029599 0 0 0.0198097 0.0145798 0.0187129 0.0226787 0.063722
XLOC_029600 7.94366 7.24146 8.1176 10.7269 14.8581 27.7266 28.7024
XLOC_029601 26.6451 28.7356 23.38 14.0659 6.6229 1.43557 0.780844
XLOC_029602 0.0268973 0.0151699 0 0 0.00390985 0 0
XLOC_029603 0 0 0 0 0 0 0
XLOC_029604 4.44396 4.05163 2.00673 2.45095 2.12123 1.58722 1.86544
XLOC_029605 20.4019 17.6177 12.078 11.5311 11.4155 6.0151 7.4373
XLOC_029606 94.907 63.1987 41.085 34.6589 37.2558 58.769 82.4831
XLOC_029607 0 0 0 0 0 0 0
XLOC_029608 0 0 0 0 0 0 0
XLOC_029609 53.8462 60.0088 31.4886 20.3219 19.0848 23.0737 51.1599
XLOC_029610 2.67498 2.6126 1.24164 0.455836 0.257939 2.99504 25.0691
XLOC_029611 0.0937958 0.166485 0.198826 0.0328832 0.0246608 0 0
XLOC_029612 0 0 0.0603983 0 0.0337551 0 0.0227859
XLOC_029613 1.5904 2.14731 7.53283 9.2152 15.8362 35.0439 62.178
XLOC_029614 30.4884 29.0096 26.3595 27.666 27.0807 24.7077 25.6649
XLOC_029615 9.0461 14.01 10.2358 5.26822 2.91194 4.76187 7.76431
XLOC_029616 3.98636 3.41742 2.91807 2.97505 3.10671 2.56279 2.25271
XLOC_029617 10.4553 10.0082 9.34074 8.37788 10.1124 12.2295 12.6212
XLOC_029618 49.4188 38.6299 22.0388 19.2226 18.577 28.0613 35.1725
XLOC_029619 30.9631 24.5746 32.3319 29.1516 31.5331 42.2882 60.1099
