WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_019905 0 0 0.279791 0 0.724856 0 0
XLOC_019932 23.3777 21.5337 13.1397 8.98645 7.50681 9.99542 15.0873
XLOC_016646 0.0349126 0.0227037 0 0 0.142454 0 0.04139
XLOC_019936 69.1743 927.818 3709.61 4535.62 4107.8 4888.41 924.599
XLOC_016654 31.8971 36.2312 34.768 28.3444 13.3914 1.40194 0.224728
XLOC_019947 2.21295 3.93098 4.33353 2.23943 0.93473 0.130114 0.0907738
XLOC_016659 0.37941 0.264971 0.142591 0.175188 0.235254 0.299292 0.586912
XLOC_022457 77.4722 69.7916 67.3804 62.1462 60.1349 38.5679 26.8808
XLOC_022460 42.1631 64.1081 103.047 100.884 85.1414 72.0698 26.9242
XLOC_022461 6.47246 5.93365 6.38745 6.51035 6.98418 8.38759 10.0704
XLOC_019998 3.42133 4.75682 8.77393 19.3076 26.9659 13.3145 0.939039
XLOC_019999 43.4276 56.1234 80.4126 64.4199 44.2309 4.89337 1.2987
XLOC_022487 10.5543 12.9854 18.8531 18.0513 13.3709 4.74733 4.76235
XLOC_022488 19.1349 21.3184 25.1979 26.9224 22.5404 12.8663 9.10578
XLOC_022505 4.5313 4.95668 6.37786 4.02846 6.00882 7.88804 0.655681
XLOC_020031 0.499673 0.992271 1.67779 1.73555 2.34742 2.9748 3.97065
XLOC_020032 15.6336 20.8063 29.8507 20.6204 13.6942 4.03431 2.42343
XLOC_020043 5.03046 6.12405 10.0605 13.054 15.5716 10.2982 2.98323
XLOC_020053 7.85959 11.3878 23.5851 28.1123 22.704 5.17029 1.27831
XLOC_020068 22.2937 11.1343 1.33417 1.25545 0.471116 1.30933 3.65859
XLOC_022560 4.12287 2.83639 0.874332 1.19499 1.26616 1.34804 1.94878
XLOC_020117 1.11142 2.46765 6.35603 7.3688 7.64479 5.30717 6.60502
XLOC_022599 24.8552 29.3035 46.8786 43.848 50.6808 63.4759 73.8625
XLOC_020146 4.0917 4.51497 6.72795 11.8888 11.3897 11.5064 7.4232
XLOC_022634 0.0092618 0 0.00808864 0 0 0 0
XLOC_020159 2.90484 3.21547 3.98229 5.17155 7.50589 5.86752 1.86935
XLOC_020164 144.028 82.4584 15.1319 3.56637 0.522887 0.0639318 0.0234098
XLOC_020181 8.20463 9.81031 14.6082 15.2306 23.4991 34.1388 38.2998
XLOC_020294 13.4502 38.6518 41.4678 30.2946 60.0936 32.5456 13.4262
XLOC_022746 2.98112 2.06906 4.33215 2.53199 0.84882 0.0372216 0
XLOC_020304 1.14796 33.2683 24.607 25.7958 115.772 132.617 142.347
XLOC_022786 0.183406 1.4533 23.8189 46.2023 36.8392 13.434 0.831079
XLOC_020649 0.497486 0.267613 0.180597 0.263538 0.0409302 0.0859553 0.0845625
XLOC_023165 0.0761862 0.229703 11.1711 1535.38 3141.86 6011.26 4356.77
XLOC_023166 0 0.0123217 2.33094 94.4745 522.397 3585.8 3407.09
XLOC_020739 1.56851 18.0156 117.58 252.593 372.136 770.955 727.775
XLOC_020759 1037.95 1476.8 561.152 83.7078 29.7856 35.9324 46.4908
XLOC_023213 27.9581 33.8008 59.7879 69.2164 63.9679 54.509 30.1991
XLOC_020789 0.381352 0.297668 0.309539 0.649148 1.19164 2.75186 4.76866
XLOC_020798 2.88696 5.85004 12.8737 26.5097 73.2675 154.159 99.3407
XLOC_023258 31.8617 32.7478 47.5623 57.1661 70.9749 118.145 124.264
XLOC_023374 0.313908 1.18081 4.08302 6.58106 14.2393 73.8137 51.7725
XLOC_020944 6.53658 7.2947 18.2915 27.7363 36.0145 68.0586 104.246
XLOC_023484 185.404 151.125 93.7503 35.3138 21.4659 4.7634 2.15812
XLOC_021008 14.0417 11.9559 14.8081 14.377 16.149 22.3776 22.1679
XLOC_023498 18.9343 28.0296 21.9746 17.397 15.4902 6.98552 4.50321
XLOC_021014 548.588 422.446 141.373 194.385 133.812 14.1389 0.291249
XLOC_023512 28.3258 31.5536 38.3679 32.4721 31.8843 32.857 28.5614
XLOC_021048 0.537455 0.711004 1.28602 1.83365 2.44553 0.893133 0.482658
XLOC_023542 38.8201 53.8182 34.3069 7.47322 2.10683 5.21431 34.2033
XLOC_021106 6.2738 3.79164 1.89226 2.01648 2.41392 0.195798 0.0673582
XLOC_021122 23.7785 181.487 778.906 1283.9 1832.9 3624.01 3323
XLOC_023594 25.5911 28.5185 44.7272 75.3235 60.6867 23.4992 0.256708
XLOC_023608 1.08641 2.76657 2.75024 3.44199 2.31087 1.05728 0.904512
XLOC_021148 13.7686 18.8537 30.9752 14.5404 9.72374 3.2604 1.64503
XLOC_021155 8.01823 11.5062 15.9842 14.9682 12.2458 9.39957 3.90671
XLOC_021156 0.0602225 0.0359258 0.0247685 0 0.0175381 0 0.0412748
XLOC_023630 5.6088 6.47074 2.17636 1.36003 1.12811 0.808361 0.649629
XLOC_021165 0.0162454 0.149154 0.526038 0.709812 0.296921 0.00719967 0
XLOC_023653 7.97103 7.94345 8.39445 8.32033 11.6081 16.4283 21.2105
XLOC_023689 3.03129 6.31065 30.4178 81.6198 141.762 302.725 366.911
XLOC_023703 41.5773 60.3912 60.0603 54.9747 41.9136 24.9811 2.7655
XLOC_021222 0.0360402 0.0101054 0.42405 0.280283 0.249896 0.149018 0.101289
XLOC_021228 0.068841 0.041951 0.0958901 0.37104 1.1144 5.36641 28.1726
XLOC_023722 21.8787 20.8976 18.6524 10.7341 7.30041 10.4968 8.04771
XLOC_021252 29.9862 31.1583 31.854 31.9293 31.5202 29.0901 15.1564
XLOC_023740 16.4534 18.4779 24.8583 25.2208 20.6077 29.2222 29.192
XLOC_023746 11.8117 20.8771 39.0885 39.7027 36.806 28.8532 11.9586
XLOC_021270 12.971 13.2365 15.1154 17.2274 17.0839 12.6787 5.96597
XLOC_021278 0 0.0241827 2.51208 13.0471 22.5081 57.0192 53.603
XLOC_021285 15.2595 20.2531 26.8436 19.1413 10.5807 1.05281 0.0270912
XLOC_023780 20.9231 28.2878 45.1757 47.6885 47.5641 40.9274 8.8318
XLOC_023811 14.0497 22.8657 70.868 81.7128 77.764 72.7733 72.1259
XLOC_021334 9.36394 11.4741 17.6885 17.2246 16.1481 4.86375 0.312173
XLOC_021349 21.5417 20.4701 16.6581 15.5328 13.595 19.1118 18.6373
XLOC_021385 1.09833 11.1417 333.048 1216.88 2352.87 4659.77 4114.33
XLOC_023881 0 0 0.0955891 0.152711 0.118655 0.0446143 0
XLOC_023891 1.1054 1.13053 1.18792 0.902002 0.936779 0.101486 0.568479
XLOC_021427 0.59109 0.699737 0.177306 0.270161 0.174076 0 0
XLOC_023912 18.7341 19.0843 22.9322 24.6894 27.4478 16.7315 6.73234
XLOC_023914 11.2723 8.60286 8.87139 10.0296 5.78147 1.76711 0.217115
XLOC_023917 377.235 843.678 2621.59 4026.02 2890.93 1656.66 127.176
XLOC_021463 0.81745 0.466345 0 0 0 0 0
XLOC_021464 36.3125 62.604 59.1735 38.7369 16.0783 1.12005 0.127379
XLOC_023935 41.56 54.651 56.0459 82.7453 79.6505 136.071 90.9187
XLOC_023972 8.48579 13.8553 16.0168 17.8685 15.4265 10.8098 9.23002
XLOC_023976 15.1722 14.0409 20.993 23.7378 25.6211 38.8913 65.0473
XLOC_021493 23.2917 30.4217 42.3381 39.8358 31.2598 7.17902 1.77167
XLOC_023987 8.45689 14.165 87.4879 140.104 114.126 48.6945 9.94708
XLOC_021503 7.50914 7.03853 11.1429 17.4167 14.9102 8.26633 4.98678
XLOC_023995 0.401967 0.479616 0.139011 0.054487 0.0148149 0.00859365 0.0171223
XLOC_024019 11.5699 12.8434 15.0633 10.474 4.86659 0.576443 0.655151
XLOC_024029 52.9829 47.3411 27.6912 20.6541 18.1801 21.3274 17.7669
XLOC_024039 61.4253 82.8645 119.329 73.551 43.4665 7.13309 1.07574
XLOC_024048 0 0 0.0234883 0.135226 0.062417 0 0
XLOC_024049 118.55 120.872 91.6861 21.4294 8.90198 1.77537 1.08161
XLOC_021576 0.00640242 0.0122191 0.0125979 0.0182868 0.0111152 0 0
XLOC_024061 0.0827531 0.0682255 0.25187 0.330742 0.0661346 0 0
XLOC_024068 9.11845 11.1755 5.77769 4.72337 5.13605 5.47361 6.19098
XLOC_024074 6.27554 6.08512 6.13683 5.44045 4.30335 2.87748 1.32908
XLOC_024075 13.2813 16.1702 20.7695 24.1037 28.3041 29.0916 32.4432
XLOC_024086 304.635 364.166 733.575 475.85 306.529 61.8876 9.79342
XLOC_021618 400.815 3147.06 0 0 0 0 0
XLOC_024102 11.8684 14.8522 0 0 0 0 0
XLOC_021640 0.00796131 0.0342327 0.306649 1.25435 4.63912 75.4392 296.896
XLOC_024122 1.07743 4.1461 9.86067 8.19792 11.0924 9.82788 14.8921
XLOC_024124 17.4242 27.599 33.3467 29.189 29.2584 17.9542 10.1048
XLOC_021651 0.205449 0.849502 3.51725 7.55556 6.96268 0.518748 0.0403367
XLOC_021664 13.2565 40.0534 156.242 130.33 54.4162 8.61186 20.7501
XLOC_024178 1.7839 0.955623 1.00982 16.459 65.0514 46.8622 11.1358
XLOC_024184 3.73003 133.035 1906.28 4180.4 4812.03 6525.69 3714.07
XLOC_024197 0.0712756 0.010629 0 0 0 0.116559 0.434186
XLOC_021728 207.129 5208.37 0 0 0 0 0
XLOC_021729 24.1044 1790.03 0 0 0 0 0
XLOC_021728 207.129 5208.37 0 0 0 0 0
XLOC_024214 16.8079 25.4585 20.6819 58.2178 83.2617 18.2057 4.6977
XLOC_021743 8.32238 11.5795 32.6412 41.6342 38.4596 17.5442 6.04818
XLOC_021745 130.541 200.71 16.3361 2.22179 1.15118 0.2661 0.146737
XLOC_021750 0.475365 0.221519 0.608836 3.76616 53.9402 1046.85 2364.51
XLOC_024242 56.2535 88.9605 38.0795 14.2559 9.36749 2.867 1.01079
XLOC_021760 5.26255 6.65294 7.85214 5.35992 3.50484 0.764293 0.124301
XLOC_021763 66.0566 70.1332 65.152 42.2638 24.6449 8.04541 2.70324
XLOC_024260 14.8551 24.9909 17.9276 7.24493 4.30774 1.49337 0.620745
XLOC_021786 84.1883 64.4415 61.1474 33.645 9.42082 0.311598 0.140305
XLOC_024276 33.7482 45.7567 18.1965 3.81403 0.917845 0.0603236 0
XLOC_021802 110.908 71.5183 30.2635 28.6977 27.1473 29.4154 22.7911
XLOC_021807 22.6453 1219.14 0 0 0 0 0
XLOC_024291 0.0229365 0 0.0433372 0.135936 0.247559 0.125829 0.0326599
XLOC_021816 207.436 227.982 146.014 100.555 96.1832 83.3672 14.3989
XLOC_021845 4.46398 4.58808 3.61639 4.71959 5.93811 6.64805 9.36822
XLOC_021851 21.6013 36.1675 92.4022 134.167 142.044 111.558 31.4306
XLOC_024312 5.42064 22.0475 44.8103 37.9837 31.2342 33.5129 14.3024
XLOC_021863 14.1458 21.7964 36.7059 24.7187 12.437 1.03996 0.556898
XLOC_024324 10.036 6.78117 0.864573 0.143326 0.0094333 0 0.012085
XLOC_021866 24.8395 28.3391 34.5589 23.4355 18.6215 23.2245 50.4991
XLOC_021895 1.78074 2.02646 5.60422 7.54491 9.8401 14.6945 19.6691
XLOC_021930 8.19141 9.9552 15.3653 20.6213 22.7571 28.9243 25.578
XLOC_021947 5.16782 5.34169 4.90418 1.80285 1.55074 1.30977 2.13885
XLOC_024450 0.169871 0.319443 0.429582 0.0727057 0.0699434 0.0180161 0.0474882
XLOC_024452 15.2198 23.7275 32.5647 32.4987 34.0263 46.3972 11.4128
XLOC_021977 18.6823 22.1063 18.7111 19.8039 15.716 21.8019 23.7463
XLOC_024453 9.21248 12.2334 39.7311 112.381 172.345 292.103 126.096
XLOC_024455 16.1335 13.7803 1.38037 0.362845 0.0586127 0.0137907 0.0437846
XLOC_024464 7.5838 7.09157 8.04248 9.06171 10.1572 16.8135 21.0394
XLOC_024466 10.4393 10.2681 8.26884 7.47567 6.52885 4.28139 2.62142
XLOC_024468 15.3664 9.24284 5.50927 4.37854 2.03596 0.401737 0.364327
XLOC_024469 0.398525 4.83723 481.646 750.48 944.816 1453.24 867.523
XLOC_024472 2.2122 4.28401 15.3182 20.4156 19.7936 19.9536 33.6025
XLOC_024499 10.3387 16.8246 66.5204 143.739 125.303 165.355 81.6913
XLOC_024506 134.744 105.596 63.168 52.111 50.4767 56.8853 38.8002
XLOC_022033 0.283536 0.200461 0.0821448 0.121059 0.194314 0.160501 1.14836
XLOC_022034 2.09197 4.53799 9.88039 4.47816 2.14566 0.636416 0.280632
XLOC_022035 3.09545 1.35904 0.209664 0.247619 0.0954512 0 0
XLOC_022040 7.94524 8.35254 10.612 12.5248 12.4957 13.3349 10.3577
XLOC_024549 18.6187 30.3614 64.3582 62.025 42.5996 19.5882 9.7798
XLOC_022081 0.0277044 0.180078 0.221174 0.321623 0.0611933 0 0
XLOC_022082 4.28092 5.23089 7.37523 6.24297 5.49243 4.64108 4.13592
XLOC_022088 12.4258 18.8138 12.7308 15.1184 2.40544 0 0.050945
XLOC_022095 2.45177 4.53302 1.8809 0.870367 1.39304 7.909 22.9127
XLOC_024587 0.326217 0.157109 0.234266 1.40534 3.64456 13.9726 12.0652
XLOC_022121 20.6399 18.0712 1.72312 1.67212 1.5515 0.653804 0.241484
XLOC_024598 0.0225956 0.0232227 0.0234805 0.0187595 0.0188226 0 0.0101118
XLOC_024599 0.0161094 0.0157175 0 0.00859971 0.0121508 0 0
XLOC_022124 26.8263 30.3112 12.1462 3.19403 1.52598 0.166559 0.141785
XLOC_022128 0.602344 1.37206 1.7703 1.08088 1.01951 0.53878 0.121754
XLOC_024615 28.6416 31.0967 33.1997 29.5544 21.0294 9.4727 4.80347
XLOC_022148 24.3674 181.69 630.896 793.812 529.893 200 2.96867
XLOC_022149 21.2604 19.0632 10.8258 11.3235 11.7946 8.79911 6.94298
XLOC_024631 20.598 27.0837 32.2031 24.2151 16.8523 10.1634 7.43457
XLOC_024633 0.23603 0.299979 0.0496644 0.0123405 0 0 0.0148276
XLOC_024641 0.469456 0.209014 0.0246251 0.0472514 0 0 0
XLOC_022181 8.74583 6.04396 9.36772 13.8383 13.8484 23.117 22.3525
XLOC_024645 3.05745 3.25257 5.65247 19.2902 37.2283 58.642 19.5709
XLOC_024651 21.8479 24.0345 12.5382 9.62805 8.81543 1.95071 0.0994256
XLOC_022199 15.888 16.023 16.8039 11.2318 7.71003 2.42307 0.563048
XLOC_022209 2.13196 2.63007 6.45514 5.17973 3.08235 1.29651 0.594599
XLOC_022231 60.5191 52.1113 28.8774 19.1113 15.7415 8.81246 7.64635
XLOC_024681 13.5034 15.2057 17.7604 14.6435 22.1066 43.2845 38.1136
XLOC_022259 0.443312 0.23397 0.0714912 0.0616485 0.0285759 0 0
XLOC_022265 0.0136528 0.00284123 0.247501 1.1155 4.68357 197.513 1477.37
XLOC_024728 226.271 603.547 2763.37 3333.39 2381.99 527.124 261.457
XLOC_024740 74.1957 99.5932 104.354 82.7142 103.573 169.358 204.397
XLOC_022282 45.6022 77.2488 84.5221 75.5225 51.9683 45.7152 22.7485
XLOC_022299 99.3195 137.929 203.323 180.869 122.748 52.1071 11.7468
XLOC_024766 2.09757 1.10159 0.638 0.920977 1.46771 2.46632 3.48364
XLOC_022309 21.2749 36.0918 46.2248 19.6733 13.6509 8.88232 4.28355
XLOC_022354 0.034478 0.101831 0.0156665 0.00719769 0.00708349 0 0
XLOC_022357 17.3627 21.7681 24.5496 27.4012 42.8128 23.2813 6.67262
XLOC_022359 11.4018 13.9108 22.3575 23.688 20.7967 15.8797 8.71174
XLOC_022366 8.89897 17.878 13.9717 14.1976 3.52268 0.031696 0
XLOC_024831 6.3366 8.06028 15.1059 18.7241 19.2629 22.3392 18.8704
XLOC_024836 1.47974 1.19246 0.748074 0.57375 0.747285 0.840086 0.0634991
XLOC_024839 771.237 1030.82 922.292 1373.76 1919.26 2808.26 1652.93
XLOC_024861 8.11729 6.31172 1.69217 2.0438 6.15496 81.0373 110.448
XLOC_022391 0.153554 0.00402574 0.105527 0.0968262 0.0256776 0.152986 0.0329628
XLOC_022394 8.02046 11.9129 50.6792 81.0809 69.7467 30.1023 8.31091
XLOC_024877 0.221563 0.210814 0 0.708904 1.55526 1.42879 0.886034
XLOC_022428 0.0214769 0.0113897 0.0341673 0.0109911 0.0155933 0 0.00998669
XLOC_024936 15.7717 15.2572 21.3064 15.8621 7.878 1.52686 0.230587
XLOC_028575 16.328 132.351 292.361 262.958 487.559 2833.28 3620.97
XLOC_028585 4.06949 3.55597 0.367577 0.043364 0 0 0
XLOC_024959 516.911 809.495 282.559 54.7146 48.4367 182.596 233.508
XLOC_024966 2.11337 13.7987 168.426 470.16 1072.23 3525.82 5151.04
XLOC_024972 23.6198 34.6344 8.69829 1.38048 0.95998 5.2288 32.2251
XLOC_028611 7.01482 7.18203 7.0108 5.90503 4.72326 5.24259 4.62943
XLOC_028613 4.69413 6.32209 17.0235 18.7119 19.7978 23.6152 21.8689
XLOC_025001 0.424623 7.48938 68.4155 149.644 182.602 63.0035 1.26119
XLOC_028663 3.38498 6.52876 23.5045 33.9749 28.3218 17.3789 5.2563
XLOC_025059 12.3496 14.3049 16.1893 11.9122 6.44301 1.78156 0.708529
XLOC_025061 52.6555 75.0302 84.3173 55.0472 31.2824 11.3048 7.81527
XLOC_025080 38.6019 33.0108 37.3194 41.2403 42.8094 42.178 43.1886
XLOC_025097 1.1186 1.28813 1.88897 1.86362 1.66675 2.11552 2.61431
XLOC_028717 0.0149477 0.0578037 2.53721 12.0622 39.4716 150.074 185.001
XLOC_025134 10.4248 13.3877 5.21409 2.99114 2.02272 0.388182 0.0779368
XLOC_025138 56.1347 66.1268 43.8457 34.5462 57.2941 159.041 180.948
XLOC_025144 20.9517 25.0377 22.1722 23.0282 22.5058 10.3672 0.789091
XLOC_028763 16.2133 18.341 15.56 14.8625 14.7988 12.4968 7.80079
XLOC_028782 0.616232 1.30872 4.11159 10.5234 15.448 38.8519 56.8835
XLOC_025178 0.142627 0.454968 4.50661 7.01358 2.63394 0.200285 0
XLOC_028800 8.95943 12.6303 29.1656 42.7724 44.786 9.15122 1.97992
XLOC_028812 0.0446281 0.84079 1.23418 0.304305 0.696583 0.704421 1.79268
XLOC_025239 0.0820491 0.0112258 0.0158618 0 0.0163328 0.115036 0.0723313
XLOC_028842 0.425213 0.234852 0.110998 0.0625944 0.00972119 0 0
XLOC_028850 6.01428 7.57831 9.38968 6.77488 4.64108 1.38529 0.830045
XLOC_028857 0.471031 8.66334 55.5163 71.2925 213.268 3225.34 7887.03
XLOC_025263 0.29583 0.503402 1.38992 1.70508 1.2087 3.28932 8.39023
XLOC_028871 38.2468 52.5933 58.7278 46.0142 49.2593 77.661 54.6178
XLOC_028880 20.131 10.542 7.72033 9.65317 7.64038 2.30752 1.4093
XLOC_025283 29.6564 259.133 3131.45 4395 4773.08 4994.62 581.184
XLOC_025294 0.139305 2.11199 39.7862 76.8953 161.573 1053.9 2799.1
XLOC_025295 21.9354 22.0153 19.4753 6.92378 5.81663 2.35868 2.77236
XLOC_025301 5.44826 2.39928 0.887497 0.435948 0.330086 0.0874853 0.0659892
XLOC_028891 0 0 0 0 0 0 0.0336083
XLOC_025305 14.8237 82.4992 339.79 434.497 358.983 151.883 8.48696
XLOC_025330 16.8331 65.2545 99.0841 40.9109 27.1187 21.3277 3.75399
XLOC_028922 49.2896 52.2507 38.5061 19.5457 13.7089 7.93322 6.98456
XLOC_025340 5.82204 7.06357 9.73124 10.1602 9.75902 9.77426 11.469
XLOC_025357 113.031 107.417 43.5159 30.5791 28.3452 3.46132 0.720903
XLOC_028964 35.2826 46.3141 60.4515 55.0048 41.9739 20.4535 7.93649
XLOC_025388 0.767016 0.188817 0.302284 0.267964 0.695793 0.343422 0.0223498
XLOC_028983 15.9286 21.8451 40.7273 68.4449 38.0574 15.5903 4.30269
XLOC_025397 3.96446 5.57404 5.77907 6.3365 5.55477 5.39298 5.28735
XLOC_025399 26.2984 66.6673 298.25 283.222 273.002 181.044 39.1984
XLOC_029026 27.5474 26.2398 33.828 26.1018 16.7795 2.03708 0.111376
XLOC_029036 163.343 117.556 60.3578 47.5527 42.068 48.0288 64.3769
XLOC_025442 38.9254 42.994 48.5397 57.6795 63.2862 102.236 80.9311
XLOC_029044 15.738 18.5436 16.4148 10.0655 4.90979 0.880448 0.401353
XLOC_029052 18.3581 19.2736 38.441 55.6756 77.7834 154.192 163.629
XLOC_029058 37.3975 44.152 54.4619 39.7743 25.1057 4.93442 1.56789
XLOC_025477 57.2956 47.5132 22.3292 11.3503 10.2923 5.75666 0.513578
XLOC_029080 18.5777 14.9174 20.2588 21.0851 18.5777 7.84409 10.3456
XLOC_029083 9.75051 10.3414 16.6715 21.0148 20.8951 6.57548 0.459447
XLOC_025490 2.5858 1.4115 0.192985 0.0637528 0.0717456 0.327152 0.904312
XLOC_025498 49.0412 31.7608 18.6304 20.6955 20.6503 22.7763 18.0551
XLOC_025499 16.0709 22.9243 44.719 58.7956 51.4351 19.3139 5.1691
XLOC_025505 10.3849 13.5992 12.626 7.4512 5.67234 6.66043 3.90508
XLOC_025519 7.2176 5.20445 2.83479 1.99558 1.60467 0.0435898 0
XLOC_025526 8.28738 5.76224 4.20068 4.40023 4.52454 5.6376 5.76827
XLOC_029135 42.3459 44.6323 36.2638 20.2291 9.05932 0.906122 0.111596
XLOC_029143 0 0.0218383 0 0 0 0 0
XLOC_029151 109.079 103.035 71.1773 79.4959 86.1881 124.617 139.831
XLOC_029174 9.35513 10.0686 11.8415 12.0781 12.2206 23.3059 50.1198
XLOC_029175 2.2635 2.15137 1.52622 1.88129 1.90947 1.89333 2.78468
XLOC_025560 0.0693446 0.175282 0.731283 6.98423 26.8346 90.6392 110.366
XLOC_029179 6.91626 7.09293 6.6826 8.38983 8.71801 11.7777 15.2373
XLOC_029196 131.288 116.294 63.5789 34.4698 14.2383 1.74772 0.437573
XLOC_025582 0.652782 0.498807 0.17319 0.224077 0.30105 5.24313 15.6432
XLOC_025583 2.31444 1.83781 2.59647 4.79064 5.20884 8.00816 10.123
XLOC_029199 95.4544 109.594 144.092 138.398 116.191 46.956 8.65241
XLOC_025601 1.57651 2.13345 5.91324 9.92332 14.1403 28.8199 37.4475
XLOC_025604 0.194172 0.0906032 0 0.0116776 0.0436969 0 0.0283856
XLOC_029232 40.3078 50.3931 49.6769 31.8895 19.2377 2.44614 0.209068
XLOC_029248 22.9751 26.5739 29.111 20.4653 18.1142 13.6578 9.05014
XLOC_029275 0.734206 0.889127 0.801014 0.696756 0.294461 0.310837 0.0419902
XLOC_029307 9.01239 15.5273 17.7264 12.772 6.37351 0.775264 0.801421
XLOC_029308 7.58747 9.99717 13.7977 7.38128 2.45185 0.906906 0.706888
XLOC_025699 76.2269 48.3559 72.9337 57.546 38.6112 8.97099 3.99786
XLOC_025700 0.0447611 0.056076 0.240688 17.3054 1.7064 0.486163 0
XLOC_025701 0.405128 0.377514 1.14258 24.8608 4.03192 2.27912 0
XLOC_029325 3.31754 4.38791 8.80629 11.0999 13.2438 14.0783 13.8779
XLOC_029343 0 0.550778 7.19277 11.0195 23.8003 57.4862 86.9929
XLOC_029350 0.039786 0.0479864 0.308385 0.148552 0.0291996 0 0
XLOC_025739 71.6606 81.8419 34.4501 27.3755 27.7761 37.9661 26.2303
XLOC_025743 40.2976 43.597 39.8479 27.8314 24.9486 36.5674 39.2254
XLOC_029361 17.444 28.5056 29.1875 24.2987 22.4571 13.6733 2.99685
XLOC_029368 0.122783 0.277552 2.30782 3.26364 3.94484 4.65764 15.1233
XLOC_029393 19.7578 16.5619 12.274 13.2454 15.048 14.2332 6.48822
XLOC_029394 1.59599 0.80705 0.775687 0.855799 1.57415 2.97711 4.48034
XLOC_029397 11.2415 10.2403 8.97912 11.4187 13.648 16.081 15.1961
XLOC_029457 0.0125479 0 1.56149 16.2067 40.2577 150.7 245.812
XLOC_029487 0.191474 0.334606 0.413691 0.427522 0.259933 0.037971 0.0141374
XLOC_025863 16.8534 22.0741 35.5899 43.8155 31.3366 5.64533 0.667047
XLOC_029496 28.8961 57.302 49.384 30.6952 16.3399 2.77278 0.609175
XLOC_025902 24.3557 20.8645 16.5326 10.913 9.1038 6.12873 6.62708
XLOC_029527 1.78145 3.21812 8.28659 11.5367 16.2695 17.7201 14.1359
XLOC_029538 1.21126 1.19692 1.84241 1.5868 1.76982 0.69265 0.219609
XLOC_029540 0 0 0.29299 1.04143 0.115429 0.0647852 0
XLOC_029571 0.0176924 0.0742128 0.247909 1.46664 3.92491 12.0478 2.76597
XLOC_029600 7.94366 7.24146 8.1176 10.7269 14.8581 27.7266 28.7024
XLOC_025969 4.49294 3.5661 2.09149 2.36754 2.69161 2.93876 1.64914
XLOC_025974 11.4841 11.7961 10.192 6.89418 5.13341 5.99824 14.0188
XLOC_026005 0.457461 15.3864 80.2224 114.758 256.108 857.309 1024.87
XLOC_026016 3.73415 14.0877 25.0956 25.2483 7.96377 1.80324 0.979017
XLOC_026022 543.694 364.388 178.771 179.641 182.508 68.2598 1.81417
XLOC_029688 0.110306 0.00477701 0.0310011 0.0403208 0 0 0.0364718
XLOC_026081 18.0341 22.7333 37.1838 31.4424 25.722 14.1207 10.4749
XLOC_026094 21.3874 40.4783 55.9924 45.7245 56.5282 97.96 95.2749
XLOC_029756 7.44898 6.80707 6.68267 7.19124 6.86356 4.27528 3.22154
XLOC_029767 14.682 16.1924 34.7731 71.4396 100.34 111.974 43.6961
XLOC_029781 8.99115 5.0402 1.77448 0.765473 0.558663 0.652203 1.4229
XLOC_026132 48.2946 91.8961 211.158 303.968 248.832 141.075 60.5952
XLOC_029799 1.13064 1.76213 1.13117 0.871069 0.458767 0.59248 0.211141
XLOC_026208 0 0 0 0 0.00391349 0 0.0107184
XLOC_026270 9.88297 24.151 84.283 92.9605 80.7786 21.6427 0.991066
XLOC_026272 21.4706 19.3098 14.7797 17.8383 26.7395 29.2045 26.4813
XLOC_029920 128.871 107.302 31.8165 13.4869 6.07959 13.3801 24.9121
XLOC_026337 2.46911 3.34752 7.46028 4.76511 4.3455 1.10159 1.14711
XLOC_030031 161.022 172.695 169.481 146.544 122.205 60.2615 24.7561
XLOC_026688 8.76871 9.37289 9.68428 8.0631 7.68558 4.98791 3.64851
XLOC_026887 7.33243 20.9223 10.5577 19.0583 12.0132 19.7258 19.9572
XLOC_026977 0.0414252 0 0.277379 8.76397 160.552 1598.94 2270.87
XLOC_026981 2.69834 4.10508 9.76557 12.0281 7.85506 2.20028 0.337546
XLOC_026987 42.3393 30.87 7.97198 1.98875 0.443115 0.0985228 0
XLOC_030643 359.228 1724.93 9937.98 15971 17889.4 0 14539.2
XLOC_027018 4.45618 3.22383 0.805435 0.361955 0.0331873 0 0
XLOC_027060 4.09528 3.91807 3.14448 2.23358 1.58866 1.62425 1.29011
XLOC_030713 16.3221 20.8367 32.8099 47.1803 46.7372 24.5412 1.67008
XLOC_030747 72.8793 74.0944 132.622 174.492 132.495 63.7552 7.90653
XLOC_027169 55.3477 58.3509 83.4182 85.4663 91.3807 85.8673 49.8567
XLOC_027171 67.4597 70.9668 74.264 67.7175 35.5503 7.73142 3.00456
XLOC_027232 1.08751 8.53673 75.788 112.544 151.47 469.957 617.859
XLOC_027240 132.835 130.88 142.776 128.308 134.833 174.041 141.743
XLOC_030873 89.137 0 0 0 0 0 0
XLOC_027254 7.05095 12.0872 9.21409 10.2588 7.69936 2.01235 0.12386
XLOC_030884 1.3707 38.9188 131.315 219.324 515.151 1722.71 2580.53
XLOC_027291 54.1623 37.6066 25.9762 19.1476 15.3095 16.5199 20.0045
XLOC_030916 11.8601 11.666 7.83982 9.71415 10.9142 9.9542 12.7536
